"@timestamp",pkttype,"header.manufacturerId"
"Jan 20, 2025 @ 10:40:53.694",vehicleBusStatus,0071008497
"Jan 20, 2025 @ 10:38:52.834",vehicleBusStatus,0071008728
"Jan 20, 2025 @ 10:10:42.252",vehicleBusStatus,0071008497
"Jan 20, 2025 @ 10:10:36.532",vehicleBusStatus,0071008497
"Jan 20, 2025 @ 09:36:24.044",vehicleBusStatus,0071008497
"Jan 20, 2025 @ 09:36:19.619",vehicleBusStatus,0071008497
"Jan 20, 2025 @ 09:28:50.840",vehicleBusStatus,007100877F
"Jan 20, 2025 @ 09:28:45.878",vehicleBusStatus,007100877F
"Jan 20, 2025 @ 09:20:37.701",vehicleBusStatus,0071008ED1
"Jan 20, 2025 @ 08:59:12.096",vehicleBusStatus,0071008497
"Jan 20, 2025 @ 08:59:07.372",vehicleBusStatus,0071008497
"Jan 20, 2025 @ 08:45:53.993",vehicleBusStatus,0071009D62
"Jan 20, 2025 @ 08:45:48.737",vehicleBusStatus,0071009D62
"Jan 20, 2025 @ 08:41:43.759",vehicleBusStatus,0071009C60
"Jan 20, 2025 @ 08:23:31.530",vehicleBusStatus,00710086CF
"Jan 20, 2025 @ 08:22:14.981",vehicleBusStatus,0071008497
"Jan 20, 2025 @ 08:22:09.679",vehicleBusStatus,0071008497
"Jan 20, 2025 @ 08:00:28.772",vehicleBusStatus,0071008497
"Jan 20, 2025 @ 08:00:26.407",vehicleBusStatus,0071008497
"Jan 20, 2025 @ 07:54:46.573",vehicleBusStatus,0071009947
"Jan 20, 2025 @ 07:47:58.875",vehicleBusStatus,0071009947
"Jan 20, 2025 @ 07:42:12.216",vehicleBusStatus,0071008497
"Jan 20, 2025 @ 07:42:07.109",vehicleBusStatus,0071008497
"Jan 20, 2025 @ 07:18:53.132",vehicleBusStatus,00710086CF
"Jan 20, 2025 @ 06:26:02.994",vehicleBusStatus,007100895F
"Jan 20, 2025 @ 06:25:57.666",vehicleBusStatus,007100895F
"Jan 20, 2025 @ 01:21:20.647",vehicleBusStatus,0071008ABB
"Jan 20, 2025 @ 01:21:15.449",vehicleBusStatus,0071008ABB
"Jan 20, 2025 @ 01:15:36.532",vehicleBusStatus,0071008ABB
"Jan 20, 2025 @ 01:15:30.970",vehicleBusStatus,0071008ABB
"Jan 20, 2025 @ 01:06:13.048",vehicleBusStatus,0071008ABB
"Jan 20, 2025 @ 01:06:07.873",vehicleBusStatus,0071008ABB
"Jan 20, 2025 @ 00:28:23.165",vehicleBusStatus,0071008ABB
"Jan 20, 2025 @ 00:28:17.939",vehicleBusStatus,0071008ABB
"Jan 20, 2025 @ 00:05:32.962",vehicleBusStatus,0071008ABB
"Jan 20, 2025 @ 00:05:27.613",vehicleBusStatus,0071008ABB
"Jan 20, 2025 @ 00:00:12.882",vehicleBusStatus,0071008ABB
"Jan 20, 2025 @ 00:00:07.843",vehicleBusStatus,0071008ABB
"Jan 19, 2025 @ 23:40:08.606",vehicleBusStatus,0071008ABB
"Jan 19, 2025 @ 23:40:03.656",vehicleBusStatus,0071008ABB
"Jan 19, 2025 @ 23:07:57.908",vehicleBusStatus,0071008ABB
"Jan 19, 2025 @ 23:07:52.980",vehicleBusStatus,0071008ABB
"Jan 19, 2025 @ 22:32:59.986",vehicleBusStatus,0071008ABB
"Jan 19, 2025 @ 22:32:54.789",vehicleBusStatus,0071008ABB
"Jan 19, 2025 @ 22:04:01.901",vehicleBusStatus,0071008ABB
"Jan 19, 2025 @ 22:03:57.764",vehicleBusStatus,0071008ABB
