"@timestamp","header.manufacturerId","vehicleBusStatus.hasReceivedAfterInstallation"
"Feb 12, 2025 @ 00:15:43.856",00D202FA35,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalSwitch, leftTurnSignalSwitch"
"Feb 12, 2025 @ 00:15:43.856",00D202FA35,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalSwitch, leftTurnSignalSwitch"
"Feb 12, 2025 @ 00:15:43.856",00D202FA35,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalSwitch, leftTurnSignalSwitch"
"Feb 12, 2025 @ 00:15:43.856",00D202FA35,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalSwitch, leftTurnSignalSwitch"
"Feb 12, 2025 @ 00:15:43.856",00D202FA35,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalSwitch, leftTurnSignalSwitch"
"Feb 12, 2025 @ 00:15:43.856",00D202FA35,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalSwitch, leftTurnSignalSwitch"
"Feb 12, 2025 @ 00:15:43.856",00D202FA35,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalSwitch, leftTurnSignalSwitch"
"Feb 12, 2025 @ 00:15:43.856",00D202FA35,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalSwitch, leftTurnSignalSwitch"
"Feb 12, 2025 @ 00:15:43.856",00D202FA35,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalSwitch, leftTurnSignalSwitch"
"Feb 12, 2025 @ 00:15:43.856",00D202FA35,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalSwitch, leftTurnSignalSwitch"
"Feb 12, 2025 @ 00:15:43.856",00D202FA35,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalSwitch, leftTurnSignalSwitch"
"Feb 12, 2025 @ 00:15:43.856",00D202FA35,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalSwitch, leftTurnSignalSwitch"
"Feb 12, 2025 @ 00:15:43.856",00D202FA35,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalSwitch, leftTurnSignalSwitch"
"Feb 12, 2025 @ 00:15:43.856",00D202FA35,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalSwitch, leftTurnSignalSwitch"
"Feb 12, 2025 @ 00:15:43.856",00D202FA35,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalSwitch, leftTurnSignalSwitch"
"Feb 12, 2025 @ 00:15:43.856",00D202FA35,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalSwitch, leftTurnSignalSwitch"
"Feb 12, 2025 @ 00:15:43.856",00D202FA35,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalSwitch, leftTurnSignalSwitch"
"Feb 12, 2025 @ 00:15:43.856",00D202FA35,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalSwitch, leftTurnSignalSwitch"
"Feb 12, 2025 @ 00:15:43.856",00D202FA35,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalSwitch, leftTurnSignalSwitch"
"Feb 12, 2025 @ 00:15:43.856",00D202FA35,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalSwitch, leftTurnSignalSwitch"
"Feb 12, 2025 @ 00:15:43.856",00D202FA35,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalSwitch, leftTurnSignalSwitch"
"Feb 12, 2025 @ 00:15:43.856",00D202FA35,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalSwitch, leftTurnSignalSwitch"
"Feb 12, 2025 @ 00:15:43.856",00D202FA35,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalSwitch, leftTurnSignalSwitch"
"Feb 12, 2025 @ 00:15:43.856",00D202FA35,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalSwitch, leftTurnSignalSwitch"
"Feb 12, 2025 @ 00:15:43.856",00D202FA35,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalSwitch, leftTurnSignalSwitch"
"Feb 12, 2025 @ 00:15:43.856",00D202FA35,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalSwitch, leftTurnSignalSwitch"
"Feb 12, 2025 @ 00:15:43.856",00D202FA35,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalSwitch, leftTurnSignalSwitch"
"Feb 12, 2025 @ 00:15:43.856",00D202FA35,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalSwitch, leftTurnSignalSwitch"
"Feb 12, 2025 @ 00:15:43.856",00D202FA35,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalSwitch, leftTurnSignalSwitch"
"Feb 12, 2025 @ 00:15:43.856",00D202FA35,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalSwitch, leftTurnSignalSwitch"
"Feb 12, 2025 @ 00:15:43.856",00D202FA35,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalSwitch, leftTurnSignalSwitch"
"Feb 12, 2025 @ 00:15:43.856",00D202FA35,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalSwitch, leftTurnSignalSwitch"
"Feb 12, 2025 @ 00:03:16.681",00D202FC1D,"wheelSpeed, rpm, odo, highResFuel, fuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, distanceForwardVehicle, speedForwardVehicle, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalLights, leftTurnSignalLights, rightTurnSignalSwitch, leftTurnSignalSwitch, primaryFcWarning, defaultHapticWarning, defaultFcMitigation"
"Feb 11, 2025 @ 23:38:29.151",00D202FBA3,"wheelSpeed, rpm, odo, highResFuel, fuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, distanceForwardVehicle, speedForwardVehicle, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalSwitch, leftTurnSignalSwitch, primaryFcWarning, defaultHapticWarning, defaultFcMitigation"
"Feb 11, 2025 @ 23:05:44.405",00D202FC2B,"wheelSpeed, rpm, odo, highResFuel, fuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, distanceForwardVehicle, speedForwardVehicle, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalSwitch, leftTurnSignalSwitch"
"Feb 11, 2025 @ 22:13:48.119",00D202FC1D,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalLights, leftTurnSignalLights, rightTurnSignalSwitch, leftTurnSignalSwitch, primaryFcWarning, defaultHapticWarning, defaultFcMitigation"
"Feb 11, 2025 @ 22:13:48.119",00D202FC1D,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalLights, leftTurnSignalLights, rightTurnSignalSwitch, leftTurnSignalSwitch, primaryFcWarning, defaultHapticWarning, defaultFcMitigation"
"Feb 11, 2025 @ 22:13:48.119",00D202FC1D,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalLights, leftTurnSignalLights, rightTurnSignalSwitch, leftTurnSignalSwitch, primaryFcWarning, defaultHapticWarning, defaultFcMitigation"
"Feb 11, 2025 @ 22:13:48.119",00D202FC1D,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalLights, leftTurnSignalLights, rightTurnSignalSwitch, leftTurnSignalSwitch, primaryFcWarning, defaultHapticWarning, defaultFcMitigation"
"Feb 11, 2025 @ 22:13:48.119",00D202FC1D,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalLights, leftTurnSignalLights, rightTurnSignalSwitch, leftTurnSignalSwitch, primaryFcWarning, defaultHapticWarning, defaultFcMitigation"
"Feb 11, 2025 @ 22:13:48.119",00D202FC1D,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalLights, leftTurnSignalLights, rightTurnSignalSwitch, leftTurnSignalSwitch, primaryFcWarning, defaultHapticWarning, defaultFcMitigation"
"Feb 11, 2025 @ 22:13:48.119",00D202FC1D,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalLights, leftTurnSignalLights, rightTurnSignalSwitch, leftTurnSignalSwitch, primaryFcWarning, defaultHapticWarning, defaultFcMitigation"
"Feb 11, 2025 @ 22:13:48.119",00D202FC1D,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalLights, leftTurnSignalLights, rightTurnSignalSwitch, leftTurnSignalSwitch, primaryFcWarning, defaultHapticWarning, defaultFcMitigation"
"Feb 11, 2025 @ 22:13:48.119",00D202FC1D,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalLights, leftTurnSignalLights, rightTurnSignalSwitch, leftTurnSignalSwitch, primaryFcWarning, defaultHapticWarning, defaultFcMitigation"
"Feb 11, 2025 @ 22:13:48.119",00D202FC1D,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalLights, leftTurnSignalLights, rightTurnSignalSwitch, leftTurnSignalSwitch, primaryFcWarning, defaultHapticWarning, defaultFcMitigation"
"Feb 11, 2025 @ 22:13:48.119",00D202FC1D,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalLights, leftTurnSignalLights, rightTurnSignalSwitch, leftTurnSignalSwitch, primaryFcWarning, defaultHapticWarning, defaultFcMitigation"
"Feb 11, 2025 @ 22:13:48.119",00D202FC1D,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalLights, leftTurnSignalLights, rightTurnSignalSwitch, leftTurnSignalSwitch, primaryFcWarning, defaultHapticWarning, defaultFcMitigation"
"Feb 11, 2025 @ 22:13:48.119",00D202FC1D,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalLights, leftTurnSignalLights, rightTurnSignalSwitch, leftTurnSignalSwitch, primaryFcWarning, defaultHapticWarning, defaultFcMitigation"
"Feb 11, 2025 @ 22:13:48.119",00D202FC1D,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalLights, leftTurnSignalLights, rightTurnSignalSwitch, leftTurnSignalSwitch, primaryFcWarning, defaultHapticWarning, defaultFcMitigation"
"Feb 11, 2025 @ 22:13:48.119",00D202FC1D,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalLights, leftTurnSignalLights, rightTurnSignalSwitch, leftTurnSignalSwitch, primaryFcWarning, defaultHapticWarning, defaultFcMitigation"
"Feb 11, 2025 @ 22:13:48.119",00D202FC1D,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalLights, leftTurnSignalLights, rightTurnSignalSwitch, leftTurnSignalSwitch, primaryFcWarning, defaultHapticWarning, defaultFcMitigation"
"Feb 11, 2025 @ 22:13:48.119",00D202FC1D,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalLights, leftTurnSignalLights, rightTurnSignalSwitch, leftTurnSignalSwitch, primaryFcWarning, defaultHapticWarning, defaultFcMitigation"
"Feb 11, 2025 @ 22:13:48.119",00D202FC1D,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalLights, leftTurnSignalLights, rightTurnSignalSwitch, leftTurnSignalSwitch, primaryFcWarning, defaultHapticWarning, defaultFcMitigation"
"Feb 11, 2025 @ 22:13:48.119",00D202FC1D,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalLights, leftTurnSignalLights, rightTurnSignalSwitch, leftTurnSignalSwitch, primaryFcWarning, defaultHapticWarning, defaultFcMitigation"
"Feb 11, 2025 @ 22:13:48.119",00D202FC1D,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalLights, leftTurnSignalLights, rightTurnSignalSwitch, leftTurnSignalSwitch, primaryFcWarning, defaultHapticWarning, defaultFcMitigation"
"Feb 11, 2025 @ 22:13:48.119",00D202FC1D,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalLights, leftTurnSignalLights, rightTurnSignalSwitch, leftTurnSignalSwitch, primaryFcWarning, defaultHapticWarning, defaultFcMitigation"
"Feb 11, 2025 @ 22:13:48.119",00D202FC1D,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalLights, leftTurnSignalLights, rightTurnSignalSwitch, leftTurnSignalSwitch, primaryFcWarning, defaultHapticWarning, defaultFcMitigation"
"Feb 11, 2025 @ 22:13:48.119",00D202FC1D,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalLights, leftTurnSignalLights, rightTurnSignalSwitch, leftTurnSignalSwitch, primaryFcWarning, defaultHapticWarning, defaultFcMitigation"
"Feb 11, 2025 @ 22:13:48.119",00D202FC1D,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalLights, leftTurnSignalLights, rightTurnSignalSwitch, leftTurnSignalSwitch, primaryFcWarning, defaultHapticWarning, defaultFcMitigation"
"Feb 11, 2025 @ 22:13:48.119",00D202FC1D,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalLights, leftTurnSignalLights, rightTurnSignalSwitch, leftTurnSignalSwitch, primaryFcWarning, defaultHapticWarning, defaultFcMitigation"
"Feb 11, 2025 @ 22:13:48.119",00D202FC1D,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalLights, leftTurnSignalLights, rightTurnSignalSwitch, leftTurnSignalSwitch, primaryFcWarning, defaultHapticWarning, defaultFcMitigation"
"Feb 11, 2025 @ 22:13:48.119",00D202FC1D,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalLights, leftTurnSignalLights, rightTurnSignalSwitch, leftTurnSignalSwitch, primaryFcWarning, defaultHapticWarning, defaultFcMitigation"
"Feb 11, 2025 @ 22:13:48.119",00D202FC1D,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalLights, leftTurnSignalLights, rightTurnSignalSwitch, leftTurnSignalSwitch, primaryFcWarning, defaultHapticWarning, defaultFcMitigation"
"Feb 11, 2025 @ 22:13:48.119",00D202FC1D,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalLights, leftTurnSignalLights, rightTurnSignalSwitch, leftTurnSignalSwitch, primaryFcWarning, defaultHapticWarning, defaultFcMitigation"
"Feb 11, 2025 @ 22:13:48.119",00D202FC1D,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalLights, leftTurnSignalLights, rightTurnSignalSwitch, leftTurnSignalSwitch, primaryFcWarning, defaultHapticWarning, defaultFcMitigation"
"Feb 11, 2025 @ 22:13:48.119",00D202FC1D,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalLights, leftTurnSignalLights, rightTurnSignalSwitch, leftTurnSignalSwitch, primaryFcWarning, defaultHapticWarning, defaultFcMitigation"
"Feb 11, 2025 @ 22:13:48.119",00D202FC1D,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalLights, leftTurnSignalLights, rightTurnSignalSwitch, leftTurnSignalSwitch, primaryFcWarning, defaultHapticWarning, defaultFcMitigation"
"Feb 11, 2025 @ 22:13:48.119",00D202FC1D,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalLights, leftTurnSignalLights, rightTurnSignalSwitch, leftTurnSignalSwitch, primaryFcWarning, defaultHapticWarning, defaultFcMitigation"
"Feb 11, 2025 @ 22:13:48.119",00D202FC1D,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalLights, leftTurnSignalLights, rightTurnSignalSwitch, leftTurnSignalSwitch, primaryFcWarning, defaultHapticWarning, defaultFcMitigation"
"Feb 11, 2025 @ 22:13:48.119",00D202FC1D,"wheelSpeed, rpm, odo, highResFuel, engFuelRate, accelPedal, brakeLight, ropEngine, ropBrake, yawEngine, yawBrake, cruiseControl, brakeSwitch, transmissionDrivelineEngaged, secondaryFcWarning, vdscFullyOperational, rightTurnSignalLights, leftTurnSignalLights, rightTurnSignalSwitch, leftTurnSignalSwitch, primaryFcWarning, defaultHapticWarning, defaultFcMitigation"
